,날짜,시장,품명,거래량
2118,2014-01-14,대전,겨울,19010
2119,2014-01-14,부산,겨울,71000
2120,2014-01-14,광주,봄,120
2121,2014-01-15,대구,가을,6600
2122,2014-01-15,대전,가을,5460
2123,2014-01-15,광주,겨울,13208
2124,2014-01-15,대전,겨울,9730
2125,2014-01-15,부산,겨울,89000
2126,2014-01-15,광주,봄,120
2127,2014-01-16,대전,가을,4110
2128,2014-01-16,광주,겨울,19474
2129,2014-01-16,대전,겨울,23170
2130,2014-01-16,부산,겨울,126000
2131,2014-01-16,광주,봄,120
2132,2014-01-17,대구,가을,15800
2133,2014-01-17,부산,가을,8000
2134,2014-01-17,광주,겨울,16720
2135,2014-01-17,대전,겨울,36740
2136,2014-01-17,부산,겨울,146000
2137,2014-01-17,광주,봄,120
2138,2014-01-18,대구,가을,13150
2139,2014-01-18,광주,겨울,17830
2140,2014-01-18,대구,겨울,108
2141,2014-01-18,대전,겨울,31560
2142,2014-01-18,광주,봄,160
2143,2014-01-20,대구,가을,19700
2144,2014-01-20,광주,겨울,18346
2145,2014-01-20,대전,겨울,41680
2146,2014-01-20,부산,겨울,232000
2147,2014-01-20,광주,봄,120
2148,2014-01-21,대구,가을,7400
2149,2014-01-21,광주,겨울,16842
2150,2014-01-21,대구,겨울,720
2151,2014-01-21,대전,겨울,24640
2152,2014-01-21,부산,겨울,163000
2153,2014-01-21,광주,봄,120
2154,2014-01-22,대구,가을,20600
2155,2014-01-22,광주,겨울,11606
2156,2014-01-22,대전,겨울,35090
2157,2014-01-22,부산,겨울,105000
2158,2014-01-22,광주,봄,120
2159,2014-01-23,광주,겨울,23416
2160,2014-01-23,대구,겨울,195
2161,2014-01-23,대전,겨울,18820
2162,2014-01-23,부산,겨울,174000
2163,2014-01-23,광주,봄,120
2164,2014-01-24,대구,가을,1800
2165,2014-01-24,광주,겨울,34550
2166,2014-01-24,대전,겨울,19460
2167,2014-01-24,부산,겨울,265000
2168,2014-01-24,광주,봄,160
2169,2014-01-25,대구,가을,7400
2170,2014-01-25,광주,겨울,36636
2171,2014-01-25,대전,겨울,32210
2172,2014-01-25,광주,봄,120
2173,2014-01-27,대구,가을,19500
2174,2014-01-27,광주,겨울,18504
2175,2014-01-27,대전,겨울,40070
2176,2014-01-27,부산,겨울,166000
2177,2014-01-27,광주,봄,120
2178,2014-01-28,대구,가을,31800
2179,2014-01-28,광주,겨울,31620
2180,2014-01-28,대전,겨울,27700
2181,2014-01-28,부산,겨울,187000
2182,2014-01-28,광주,봄,120
2183,2014-01-29,대구,가을,6600
2184,2014-01-29,광주,겨울,3616
2185,2014-01-29,대전,겨울,21180
2186,2014-01-29,부산,겨울,305000
2187,2014-01-29,광주,봄,120
2188,2014-02-03,광주,겨울,2000
2189,2014-02-03,대전,겨울,22260
2190,2014-02-03,부산,겨울,3000
2191,2014-02-04,대구,가을,10850
2192,2014-02-04,광주,겨울,14016
2193,2014-02-04,대전,겨울,35600
2194,2014-02-04,부산,겨울,58000
2195,2014-02-04,광주,봄,240
2196,2014-02-05,대구,가을,18500
2197,2014-02-05,광주,겨울,5382
2198,2014-02-05,대전,겨울,25950
2199,2014-02-05,부산,겨울,49000
2200,2014-02-05,광주,봄,120
2201,2014-02-06,대구,가을,20500
2202,2014-02-06,광주,겨울,23522
2203,2014-02-06,대전,겨울,36980
2204,2014-02-06,부산,겨울,50000
2205,2014-02-06,광주,봄,120
2206,2014-02-06,광주,여름,100
2207,2014-02-07,광주,겨울,8046
2208,2014-02-07,대전,겨울,19550
2209,2014-02-07,부산,겨울,102000
2210,2014-02-07,광주,봄,80
2211,2014-02-08,대구,가을,7000
2212,2014-02-08,광주,겨울,16430
2213,2014-02-08,대전,겨울,30390
2214,2014-02-08,광주,봄,160
2215,2014-02-10,대구,가을,23450
2216,2014-02-10,광주,겨울,49078
2217,2014-02-10,대전,겨울,42180
2218,2014-02-10,부산,겨울,196000
2219,2014-02-10,광주,봄,120
2220,2014-02-10,광주,여름,164
2221,2014-02-11,대구,가을,10100
2222,2014-02-11,광주,겨울,52412
2223,2014-02-11,대전,겨울,31380
2224,2014-02-11,부산,겨울,112000
2225,2014-02-11,광주,봄,160
2226,2014-02-11,광주,여름,136
2227,2014-02-12,대구,가을,14500
2228,2014-02-12,광주,겨울,18944
2229,2014-02-12,대전,겨울,56020
2230,2014-02-12,부산,겨울,71000
2231,2014-02-12,광주,봄,120
2232,2014-02-12,광주,여름,380
2233,2014-02-13,대구,가을,10100
2234,2014-02-13,광주,겨울,25792
2235,2014-02-13,대전,겨울,23760
2236,2014-02-13,부산,겨울,93000
2237,2014-02-13,광주,봄,120
2238,2014-02-14,대구,가을,12300
2239,2014-02-14,광주,겨울,20074
2240,2014-02-14,대전,겨울,26770
2241,2014-02-14,부산,겨울,92000
2242,2014-02-14,광주,봄,160
2243,2014-02-15,광주,겨울,4006
2244,2014-02-15,대전,겨울,16770
2245,2014-02-15,부산,겨울,34000
2246,2014-02-15,광주,봄,120
2247,2014-02-15,광주,여름,196
2248,2014-02-17,대구,가을,17350
2249,2014-02-17,광주,겨울,13534
2250,2014-02-17,대전,겨울,10570
2251,2014-02-17,부산,겨울,150000
2252,2014-02-17,광주,봄,120
2253,2014-02-17,광주,여름,4
2254,2014-02-18,대구,가을,25400
2255,2014-02-18,광주,겨울,24738
2256,2014-02-18,대전,겨울,27480
2257,2014-02-18,부산,겨울,102000
2258,2014-02-18,광주,봄,120
2259,2014-02-19,대구,가을,13000
2260,2014-02-19,광주,겨울,19764
2261,2014-02-19,대전,겨울,30530
2262,2014-02-19,부산,겨울,163000
2263,2014-02-19,광주,봄,120
2264,2014-02-19,광주,여름,136
2265,2014-02-20,대구,가을,8400
2266,2014-02-20,광주,겨울,17552
2267,2014-02-20,대전,겨울,37210
2268,2014-02-20,부산,겨울,66000
2269,2014-02-20,광주,봄,140
2270,2014-02-21,대구,가을,6600
2271,2014-02-21,광주,겨울,17542
2272,2014-02-21,대전,겨울,36630
2273,2014-02-21,부산,겨울,90000
2274,2014-02-21,광주,봄,120
2275,2014-02-22,대구,가을,18900
2276,2014-02-22,광주,겨울,16856
2277,2014-02-22,대전,겨울,19340
2278,2014-02-22,광주,봄,160
2279,2014-02-22,광주,여름,80
2280,2014-02-24,대구,가을,21800
2281,2014-02-24,광주,겨울,36106
2282,2014-02-24,대전,겨울,31620
2283,2014-02-24,부산,겨울,7000
2284,2014-02-24,광주,봄,120
2285,2014-02-25,대구,가을,13700
2286,2014-02-25,광주,겨울,36376
2287,2014-02-25,대전,겨울,37110
2288,2014-02-25,광주,봄,160
2289,2014-02-26,대구,가을,12500
2290,2014-02-26,광주,겨울,23512
2291,2014-02-26,대전,겨울,34880
2292,2014-02-26,광주,봄,120
2293,2014-02-27,대구,가을,26900
2294,2014-02-27,광주,겨울,16982
2295,2014-02-27,대전,겨울,25740
2296,2014-02-27,광주,봄,120
2297,2014-02-28,대구,가을,13400
2298,2014-02-28,광주,겨울,27574
2299,2014-02-28,대전,겨울,15230
2300,2014-02-28,부산,겨울,72000
2301,2014-02-28,광주,봄,120
2302,2014-03-01,대구,가을,19000
2303,2014-03-01,광주,겨울,21390
2304,2014-03-01,대전,겨울,19990
2305,2014-03-01,광주,봄,60
2306,2014-03-03,대구,가을,12550
2307,2014-03-03,광주,겨울,23096
2308,2014-03-03,대전,겨울,44570
2309,2014-03-03,광주,봄,120
2310,2014-03-04,대구,가을,27100
2311,2014-03-04,광주,겨울,27660
2312,2014-03-04,대전,겨울,48430
2313,2014-03-04,광주,봄,140
2314,2014-03-05,대구,가을,27000
2315,2014-03-05,광주,겨울,29466
2316,2014-03-05,대전,겨울,35030
2317,2014-03-05,광주,봄,120
2318,2014-03-06,대구,가을,14650
2319,2014-03-06,광주,겨울,29340
2320,2014-03-06,대전,겨울,41410
2321,2014-03-06,광주,봄,120
2322,2014-03-07,대구,가을,13850
2323,2014-03-07,광주,겨울,27294
2324,2014-03-07,대전,겨울,45870
2325,2014-03-07,광주,봄,120
2326,2014-03-08,대구,가을,14050
2327,2014-03-08,광주,겨울,32006
2328,2014-03-08,대전,겨울,26860
2329,2014-03-08,광주,봄,120
2330,2014-03-10,대구,가을,27800
2331,2014-03-10,광주,겨울,38722
2332,2014-03-10,대전,겨울,38070
2333,2014-03-10,광주,봄,530
2334,2014-03-11,대구,가을,21300
2335,2014-03-11,광주,겨울,15158
2336,2014-03-11,대전,겨울,41900
2337,2014-03-11,광주,봄,120
2338,2014-03-12,대구,가을,19950
2339,2014-03-12,광주,겨울,17832
2340,2014-03-12,대전,겨울,37960
2341,2014-03-12,광주,봄,120
2342,2014-03-13,대구,가을,24650
2343,2014-03-13,광주,겨울,6828
2344,2014-03-13,대전,겨울,19900
2345,2014-03-13,광주,봄,120
2346,2014-03-14,대구,가을,13000
2347,2014-03-14,광주,겨울,4400
2348,2014-03-14,대전,겨울,12910
2349,2014-03-14,광주,봄,120
2350,2014-03-15,대구,가을,6600
2351,2014-03-15,광주,겨울,9358
2352,2014-03-15,대구,겨울,70
2353,2014-03-15,대전,겨울,30820
2354,2014-03-15,광주,봄,120
2355,2014-03-17,대구,가을,25300
2356,2014-03-17,광주,겨울,65158
2357,2014-03-17,대전,겨울,58730
2358,2014-03-17,광주,봄,120
2359,2014-03-18,대구,가을,25600
2360,2014-03-18,광주,겨울,30492
2361,2014-03-18,대전,겨울,49820
2362,2014-03-18,광주,봄,120
2363,2014-03-19,대구,가을,21700
2364,2014-03-19,광주,겨울,14718
2365,2014-03-19,대전,겨울,39480
2366,2014-03-19,광주,봄,120
2367,2014-03-20,대구,가을,27200
2368,2014-03-20,광주,겨울,16930
2369,2014-03-20,대전,겨울,45710
2370,2014-03-20,광주,봄,120
2371,2014-03-21,대구,가을,14650
2372,2014-03-21,광주,겨울,12118
2373,2014-03-21,대전,겨울,20360
2374,2014-03-21,광주,봄,120
2375,2014-03-22,대구,가을,8100
2376,2014-03-22,광주,겨울,19358
2377,2014-03-22,대전,겨울,11330
2378,2014-03-22,광주,봄,120
2379,2014-03-24,대구,가을,34600
2380,2014-03-24,광주,겨울,16716
2381,2014-03-24,대전,겨울,59080
2382,2014-03-24,광주,봄,120
2383,2014-03-25,대구,가을,21200
2384,2014-03-25,광주,겨울,19456
2385,2014-03-25,대전,겨울,37620
2386,2014-03-25,광주,봄,180
2387,2014-03-26,대구,가을,13300
2388,2014-03-26,광주,겨울,14834
2389,2014-03-26,대전,겨울,19160
2390,2014-03-26,광주,봄,120
2391,2014-03-27,대구,가을,14050
2392,2014-03-27,광주,겨울,19450
2393,2014-03-27,대전,겨울,7450
2394,2014-03-27,광주,봄,120
2395,2014-03-28,대구,가을,19900
2396,2014-03-28,광주,겨울,24894
2397,2014-03-28,대전,겨울,27320
2398,2014-03-28,광주,봄,120
2399,2014-03-29,대구,가을,7550
2400,2014-03-29,광주,겨울,27204
2401,2014-03-29,대전,겨울,28880
2402,2014-03-29,광주,봄,120
2403,2014-03-31,대구,가을,13700
2404,2014-03-31,광주,겨울,28650
2405,2014-03-31,대전,겨울,20540
2406,2014-03-31,광주,봄,120
2407,2014-03-31,대전,봄,3160
2408,2014-04-01,대구,가을,21900
2409,2014-04-01,광주,겨울,18516
2410,2014-04-01,대전,겨울,23210
2411,2014-04-01,광주,봄,120
2412,2014-04-01,대전,봄,6240
2413,2014-04-02,대구,가을,14430
2414,2014-04-02,광주,겨울,32542
2415,2014-04-02,대전,겨울,32490
2416,2014-04-02,광주,봄,120
2417,2014-04-02,대전,봄,2630
2418,2014-04-03,대구,가을,27900
2419,2014-04-03,광주,겨울,35090
2420,2014-04-03,대전,겨울,18340
2421,2014-04-03,광주,봄,120
2422,2014-04-03,대전,봄,16580
2423,2014-04-04,대구,가을,15000
2424,2014-04-04,광주,겨울,29840
2425,2014-04-04,대전,겨울,11340
2426,2014-04-04,광주,봄,120
2427,2014-04-04,대전,봄,12320
2428,2014-04-05,대구,가을,8100
2429,2014-04-05,광주,겨울,22356
2430,2014-04-05,대전,겨울,7710
2431,2014-04-05,광주,봄,140
2432,2014-04-05,대전,봄,14320
2433,2014-04-07,대구,가을,22100
2434,2014-04-07,광주,겨울,28982
2435,2014-04-07,대전,겨울,14050
2436,2014-04-07,광주,봄,120
2437,2014-04-07,대전,봄,27440
2438,2014-04-08,대구,가을,29700
2439,2014-04-08,광주,겨울,29850
2440,2014-04-08,대전,겨울,8100
2441,2014-04-08,광주,봄,340
2442,2014-04-08,대전,봄,16310
2443,2014-04-09,대구,가을,6600
2444,2014-04-09,광주,겨울,18170
2445,2014-04-09,대전,겨울,17960
2446,2014-04-09,광주,봄,120
2447,2014-04-09,대전,봄,33100
2448,2014-04-09,광주,여름,4
2449,2014-04-10,대구,가을,7400
2450,2014-04-10,광주,겨울,17980
2451,2014-04-10,대전,겨울,17550
2452,2014-04-10,광주,봄,120
2453,2014-04-10,대전,봄,20440
2454,2014-04-10,광주,여름,60
2455,2014-04-11,대구,가을,30300
2456,2014-04-11,광주,겨울,22730
2457,2014-04-11,대전,겨울,10920
2458,2014-04-11,광주,봄,120
2459,2014-04-11,대전,봄,22650
2460,2014-04-11,광주,여름,98
2461,2014-04-12,광주,겨울,22404
2462,2014-04-12,대전,겨울,10000
2463,2014-04-12,광주,봄,180
2464,2014-04-12,대전,봄,23910
2465,2014-04-12,광주,여름,60
2466,2014-04-14,대구,가을,30300
2467,2014-04-14,광주,겨울,53956
2468,2014-04-14,대구,겨울,3100
2469,2014-04-14,광주,봄,120
2470,2014-04-14,대전,봄,52870
2471,2014-04-14,광주,여름,130
2472,2014-04-15,대구,가을,23100
2473,2014-04-15,광주,겨울,25678
2474,2014-04-15,대전,겨울,4470
2475,2014-04-15,광주,봄,120
2476,2014-04-15,대전,봄,31370
2477,2014-04-15,광주,여름,60
2478,2014-04-16,대구,가을,7600
2479,2014-04-16,광주,겨울,29310
2480,2014-04-16,대전,겨울,10030
2481,2014-04-16,광주,봄,120
2482,2014-04-16,대전,봄,37810
2483,2014-04-16,광주,여름,104
2484,2014-04-17,대구,가을,37200
2485,2014-04-17,광주,겨울,13730
2486,2014-04-17,광주,봄,120
2487,2014-04-17,대전,봄,25650
2488,2014-04-17,광주,여름,104
2489,2014-04-18,대구,가을,6800
2490,2014-04-18,광주,겨울,18870
2491,2014-04-18,광주,봄,120
2492,2014-04-18,대전,봄,44990
2493,2014-04-18,부산,봄,8000
2494,2014-04-18,광주,여름,40
2495,2014-04-19,대구,가을,19000
2496,2014-04-19,광주,겨울,9496
2497,2014-04-19,대전,겨울,2930
2498,2014-04-19,광주,봄,120
2499,2014-04-19,대전,봄,27240
2500,2014-04-21,대구,가을,14300
2501,2014-04-21,광주,겨울,24780
2502,2014-04-21,광주,봄,120
2503,2014-04-21,대전,봄,41400
2504,2014-04-21,부산,봄,16000
2505,2014-04-21,광주,여름,164
2506,2014-04-22,대구,가을,32100
2507,2014-04-22,광주,겨울,38630
2508,2014-04-22,대전,겨울,7990
2509,2014-04-22,광주,봄,2272
2510,2014-04-22,대전,봄,48160
2511,2014-04-23,대구,가을,26100
2512,2014-04-23,광주,겨울,11250
2513,2014-04-23,광주,봄,3952
2514,2014-04-23,대전,봄,34310
2515,2014-04-23,부산,봄,8000
2516,2014-04-23,광주,여름,4
2517,2014-04-24,대구,가을,23200
2518,2014-04-24,광주,겨울,29140
2519,2014-04-24,광주,봄,120
2520,2014-04-24,대전,봄,27670
2521,2014-04-24,광주,여름,40
2522,2014-04-25,대구,가을,21900
2523,2014-04-25,광주,겨울,17984
2524,2014-04-25,대전,겨울,3380
2525,2014-04-25,광주,봄,120
2526,2014-04-25,대전,봄,49990
2527,2014-04-26,광주,겨울,17640
2528,2014-04-26,광주,봄,120
2529,2014-04-26,대전,봄,34290
2530,2014-04-28,대구,가을,45000
2531,2014-04-28,광주,겨울,14570
2532,2014-04-28,대전,겨울,10020
2533,2014-04-28,광주,봄,120
2534,2014-04-28,대전,봄,32550
2535,2014-04-28,광주,여름,188
2536,2014-04-29,대구,가을,14300
2537,2014-04-29,광주,겨울,39250
2538,2014-04-29,대전,겨울,10270
2539,2014-04-29,광주,봄,4488
2540,2014-04-29,대전,봄,38370
2541,2014-04-30,대구,가을,27600
2542,2014-04-30,광주,겨울,40590
2543,2014-04-30,대전,겨울,9900
2544,2014-04-30,광주,봄,120
2545,2014-04-30,대전,봄,38590
2546,2014-04-30,광주,여름,308
2547,2014-05-01,대구,가을,25400
2548,2014-05-01,광주,겨울,37270
2549,2014-05-01,대구,겨울,190
2550,2014-05-01,광주,봄,4960
2551,2014-05-01,대전,봄,52380
2552,2014-05-02,대구,가을,9000
2553,2014-05-02,광주,겨울,32460
2554,2014-05-02,대구,겨울,78
2555,2014-05-02,광주,봄,6552
2556,2014-05-02,대전,봄,32480
2557,2014-05-03,대구,가을,29500
2558,2014-05-03,광주,겨울,4420
2559,2014-05-03,광주,봄,2120
2560,2014-05-03,대전,봄,35980
2561,2014-05-05,광주,겨울,45890
2562,2014-05-05,대구,겨울,60
2563,2014-05-05,광주,봄,3112
2564,2014-05-05,대전,봄,42780
2565,2014-05-06,대구,가을,35200
2566,2014-05-06,광주,겨울,23200
2567,2014-05-06,광주,봄,1944
2568,2014-05-06,대전,봄,31970
2569,2014-05-07,대구,가을,62700
2570,2014-05-07,대구,겨울,1500
2571,2014-05-07,광주,봄,2048
2572,2014-05-07,대전,봄,34280
2573,2014-05-07,부산,봄,8000
2574,2014-05-08,대구,가을,17900
2575,2014-05-08,광주,겨울,20860
2576,2014-05-08,대구,겨울,396
2577,2014-05-08,광주,봄,1928
2578,2014-05-08,대전,봄,38420
2579,2014-05-08,부산,봄,103000
2580,2014-05-09,대구,가을,21100
2581,2014-05-09,광주,겨울,19060
2582,2014-05-09,대전,겨울,600
2583,2014-05-09,광주,봄,5448
2584,2014-05-09,대전,봄,50740
2585,2014-05-09,부산,봄,24000
2586,2014-05-10,대구,가을,17000
2587,2014-05-10,광주,겨울,28100
2588,2014-05-10,광주,봄,2088
2589,2014-05-10,대전,봄,32140
2590,2014-05-12,대구,가을,33500
2591,2014-05-12,광주,겨울,30470
2592,2014-05-12,광주,봄,1936
2593,2014-05-12,대전,봄,54260
2594,2014-05-12,부산,봄,60000
2595,2014-05-13,대구,가을,22600
2596,2014-05-13,광주,겨울,22520
2597,2014-05-13,광주,봄,5642
2598,2014-05-13,대전,봄,43690
2599,2014-05-13,부산,봄,21000
2600,2014-05-14,대구,가을,15900
2601,2014-05-14,광주,겨울,17640
2602,2014-05-14,광주,봄,6344
2603,2014-05-14,대전,봄,53870
2604,2014-05-14,부산,봄,32000
2605,2014-05-14,광주,여름,40
2606,2014-05-15,대구,가을,22400
2607,2014-05-15,광주,겨울,24400
2608,2014-05-15,대전,겨울,800
2609,2014-05-15,광주,봄,10704
2610,2014-05-15,대전,봄,40320
2611,2014-05-15,부산,봄,78000
2612,2014-05-15,광주,여름,44
2613,2014-05-16,대구,가을,23900
2614,2014-05-16,광주,겨울,24330
2615,2014-05-16,광주,봄,8904
2616,2014-05-16,대전,봄,43990
2617,2014-05-16,부산,봄,24000
2618,2014-05-16,광주,여름,40
2619,2014-05-17,대구,가을,24200
2620,2014-05-17,광주,겨울,22430
2621,2014-05-17,광주,봄,4144
2622,2014-05-17,대전,봄,27290
2623,2014-05-17,부산,봄,10000
2624,2014-05-17,광주,여름,28
2625,2014-05-19,대구,가을,23900
2626,2014-05-19,광주,겨울,21790
2627,2014-05-19,대전,겨울,400
2628,2014-05-19,광주,봄,6968
2629,2014-05-19,대전,봄,40230
2630,2014-05-19,부산,봄,75000
2631,2014-05-20,대구,가을,15500
2632,2014-05-20,광주,겨울,7180
2633,2014-05-20,광주,봄,3384
2634,2014-05-20,대전,봄,27410
2635,2014-05-20,부산,봄,48000
2636,2014-05-21,대구,가을,6000
2637,2014-05-21,광주,겨울,20720
2638,2014-05-21,광주,봄,4560
2639,2014-05-21,대전,봄,35900
2640,2014-05-21,부산,봄,76000
2641,2014-05-22,대구,가을,14900
2642,2014-05-22,광주,겨울,32370
2643,2014-05-22,광주,봄,10400
2644,2014-05-22,대전,봄,57860
2645,2014-05-22,부산,봄,129000
2646,2014-05-23,대구,가을,18000
2647,2014-05-23,광주,겨울,19000
2648,2014-05-23,광주,봄,4632
2649,2014-05-23,대전,봄,45820
2650,2014-05-23,부산,봄,69000
2651,2014-05-24,대구,가을,7500
2652,2014-05-24,광주,겨울,21100
2653,2014-05-24,대전,겨울,1000
2654,2014-05-24,광주,봄,1528
2655,2014-05-24,대전,봄,29940
2656,2014-05-24,부산,봄,10000
2657,2014-05-26,대구,가을,17500
2658,2014-05-26,광주,겨울,24130
2659,2014-05-26,대구,겨울,6700
2660,2014-05-26,광주,봄,2922
2661,2014-05-26,대전,봄,28390
2662,2014-05-26,부산,봄,166000
2663,2014-05-26,광주,여름,4
2664,2014-05-27,대구,가을,20750
2665,2014-05-27,광주,겨울,31930
2666,2014-05-27,광주,봄,15328
2667,2014-05-27,대전,봄,27310
2668,2014-05-27,부산,봄,42000
2669,2014-05-28,대구,가을,25000
2670,2014-05-28,광주,겨울,25690
2671,2014-05-28,광주,봄,10016
2672,2014-05-28,대전,봄,64400
2673,2014-05-28,부산,봄,91000
2674,2014-05-29,대구,가을,24200
2675,2014-05-29,광주,겨울,6190
2676,2014-05-29,대전,겨울,800
2677,2014-05-29,광주,봄,6612
2678,2014-05-29,대전,봄,63030
2679,2014-05-29,부산,봄,220000
2680,2014-05-30,대구,가을,27600
2681,2014-05-30,광주,겨울,14630
2682,2014-05-30,광주,봄,12632
2683,2014-05-30,대전,봄,35280
2684,2014-05-30,부산,봄,182000
2685,2014-05-31,대구,가을,7600
2686,2014-05-31,광주,겨울,7140
2687,2014-05-31,광주,봄,9928
2688,2014-05-31,대전,봄,45060
2689,2014-05-31,광주,여름,4
2690,2014-06-02,대구,가을,30000
2691,2014-06-02,광주,겨울,26990
2692,2014-06-02,광주,봄,10728
2693,2014-06-02,대전,봄,42850
2694,2014-06-02,부산,봄,170000
2695,2014-06-03,대구,가을,21800
2696,2014-06-03,광주,겨울,15680
2697,2014-06-03,광주,봄,8192
2698,2014-06-03,대전,봄,29480
2699,2014-06-03,부산,봄,101000
2700,2014-06-04,대구,가을,32000
2701,2014-06-04,광주,겨울,20640
2702,2014-06-04,광주,봄,11624
2703,2014-06-04,대전,봄,28450
2704,2014-06-04,부산,봄,8000
2705,2014-06-05,대구,가을,33500
2706,2014-06-05,광주,겨울,19620
2707,2014-06-05,대구,겨울,30
2708,2014-06-05,광주,봄,8520
2709,2014-06-05,대전,봄,48470
2710,2014-06-05,부산,봄,179000
2711,2014-06-06,대구,가을,22200
2712,2014-06-06,광주,겨울,26560
2713,2014-06-06,대구,겨울,150
2714,2014-06-06,광주,봄,11888
2715,2014-06-06,대전,봄,51530
2716,2014-06-06,부산,봄,56000
2717,2014-06-07,대구,가을,16800
2718,2014-06-07,광주,겨울,7790
2719,2014-06-07,광주,봄,5456
2720,2014-06-07,대전,봄,39940
2721,2014-06-07,부산,봄,8000
2722,2014-06-09,대구,가을,33600
2723,2014-06-09,광주,겨울,30770
2724,2014-06-09,광주,봄,13456
2725,2014-06-09,대전,봄,49100
2726,2014-06-09,부산,봄,250000
2727,2014-06-10,대구,가을,40400
2728,2014-06-10,광주,겨울,30980
2729,2014-06-10,광주,봄,13224
2730,2014-06-10,대전,봄,42950
2731,2014-06-10,부산,봄,151000
2732,2014-06-10,부산,여름,10000
2733,2014-06-11,대구,가을,25600
2734,2014-06-11,광주,겨울,11010
2735,2014-06-11,광주,봄,11608
2736,2014-06-11,대전,봄,33970
2737,2014-06-11,부산,봄,154000
2738,2014-06-12,대구,가을,22600
2739,2014-06-12,광주,겨울,21170
2740,2014-06-12,광주,봄,9984
2741,2014-06-12,대전,봄,46690
2742,2014-06-12,부산,봄,84000
2743,2014-06-12,대구,여름,8000
2744,2014-06-13,대구,가을,32600
2745,2014-06-13,광주,겨울,16600
2746,2014-06-13,광주,봄,7264
2747,2014-06-13,대전,봄,52610
2748,2014-06-13,부산,봄,158000
2749,2014-06-14,대구,가을,24400
2750,2014-06-14,광주,겨울,29560
2751,2014-06-14,광주,봄,9568
2752,2014-06-14,대전,봄,58530
2753,2014-06-16,대구,가을,32900
2754,2014-06-16,광주,겨울,29590
2755,2014-06-16,광주,봄,9820
2756,2014-06-16,대전,봄,92820
2757,2014-06-16,부산,봄,151000
2758,2014-06-17,대구,가을,31800
2759,2014-06-17,광주,겨울,16560
2760,2014-06-17,광주,봄,8264
2761,2014-06-17,대전,봄,57160
2762,2014-06-17,부산,봄,121000
2763,2014-06-17,부산,여름,23000
2764,2014-06-18,대구,가을,26400
2765,2014-06-18,광주,겨울,15330
2766,2014-06-18,광주,봄,10168
2767,2014-06-18,대전,봄,56010
2768,2014-06-18,부산,봄,262000
2769,2014-06-19,대구,가을,19800
2770,2014-06-19,광주,겨울,16790
2771,2014-06-19,광주,봄,9864
2772,2014-06-19,대전,봄,49770
2773,2014-06-19,부산,봄,227000
2774,2014-06-20,대구,가을,23050
2775,2014-06-20,광주,겨울,18290
2776,2014-06-20,광주,봄,7280
2777,2014-06-20,대전,봄,45060
2778,2014-06-20,부산,봄,149000
2779,2014-06-21,대구,가을,38200
2780,2014-06-21,광주,겨울,19060
2781,2014-06-21,광주,봄,152
2782,2014-06-21,대전,봄,43740
2783,2014-06-21,광주,여름,9440
2784,2014-06-23,대구,가을,47900
2785,2014-06-23,광주,겨울,22150
2786,2014-06-23,광주,봄,9072
2787,2014-06-23,대전,봄,54880
2788,2014-06-23,부산,봄,308000
2789,2014-06-24,대구,가을,37600
2790,2014-06-24,광주,겨울,16390
2791,2014-06-24,광주,봄,9768
2792,2014-06-24,대전,봄,46110
2793,2014-06-24,부산,봄,109000
2794,2014-06-25,대구,가을,31550
2795,2014-06-25,광주,겨울,19870
2796,2014-06-25,광주,봄,9104
2797,2014-06-25,대전,봄,52130
2798,2014-06-25,부산,봄,99000
2799,2014-06-26,대구,가을,38050
2800,2014-06-26,광주,겨울,29110
2801,2014-06-26,광주,봄,10078
2802,2014-06-26,대전,봄,40860
2803,2014-06-26,부산,봄,192000
2804,2014-06-27,대구,가을,24600
2805,2014-06-27,광주,겨울,14860
2806,2014-06-27,광주,봄,16256
2807,2014-06-27,대전,봄,52070
2808,2014-06-27,부산,봄,286000
2809,2014-06-28,대구,가을,26300
2810,2014-06-28,광주,겨울,14550
2811,2014-06-28,광주,봄,120
2812,2014-06-28,대전,봄,42470
2813,2014-06-28,부산,봄,7000
2814,2014-06-28,광주,여름,7496
2815,2014-06-30,대구,가을,23100
2816,2014-06-30,광주,겨울,34100
2817,2014-06-30,광주,봄,17376
2818,2014-06-30,대전,봄,46750
2819,2014-06-30,부산,봄,397000
2820,2014-07-01,대구,가을,34450
2821,2014-07-01,광주,겨울,22570
2822,2014-07-01,광주,봄,10272
2823,2014-07-01,대전,봄,16500
2824,2014-07-01,부산,봄,120000
2825,2014-07-01,대전,여름,36030
2826,2014-07-02,대구,가을,40970
2827,2014-07-02,광주,겨울,15940
2828,2014-07-02,광주,봄,120
2829,2014-07-02,대전,봄,16320
2830,2014-07-02,부산,봄,174000
2831,2014-07-02,광주,여름,8672
2832,2014-07-02,대전,여름,39450
2833,2014-07-03,대구,가을,30000
2834,2014-07-03,광주,겨울,27190
2835,2014-07-03,광주,봄,8496
2836,2014-07-03,부산,봄,219000
2837,2014-07-03,대전,여름,59170
2838,2014-07-04,대구,가을,29400
2839,2014-07-04,광주,겨울,21100
2840,2014-07-04,광주,봄,7864
2841,2014-07-04,부산,봄,176000
2842,2014-07-04,대전,여름,34680
2843,2014-07-05,대구,가을,13000
2844,2014-07-05,광주,겨울,9470
2845,2014-07-05,광주,봄,8008
